
Gem Systems GSM-19W 3101329 v6.0 24 X 2003 
ID 1 file 23c-ost .b   09 VII10
datum  48000.00


122836.0  48486.68 99
122837.0  48487.09 99
122838.0  48487.15 99
122839.0  48488.11 99
122840.0  48488.47 99
122841.0  48488.33 99
122842.0  48488.16 99
122843.0  48488.02 99
122844.0  48487.72 99
122845.0  48487.90 99
122846.0  48488.16 99
122847.0  48488.49 99
122848.0  48488.82 99
122849.0  48489.32 99
122850.0  48489.85 99
122851.0  48490.77 99
122852.0  48491.11 99
122853.0  48491.08 99
122854.0  48490.53 99
122855.0  48490.72 99
122856.0  48490.74 99
122857.0  48490.50 99
122858.0  48490.26 99
122859.0  48489.99 99
122900.0  48489.77 99
122901.0  48490.09 99
122902.0  48490.49 99
122903.0  48490.87 99
122904.0  48490.08 99
122905.0  48489.23 99
122906.0  48489.01 99
122907.0  48489.43 99
122908.0  48489.64 99
122909.0  48489.96 99
122910.0  48490.15 99
122911.0  48490.33 99
122912.0  48490.52 99
122913.0  48490.84 99
122914.0  48490.34 99
122915.0  48490.15 99
122916.0  48489.72 99
122917.0  48489.38 99
122918.0  48488.96 99
122919.0  48489.61 99
122920.0  48489.68 99
122921.0  48489.76 99
122922.0  48489.61 99
122923.0  48489.36 99
122924.0  48489.30 99
122925.0  48489.79 99
122926.0  48489.87 99
122927.0  48490.03 99
122928.0  48490.30 99
122929.0  48489.86 99
122930.0  48489.56 99
122931.0  48489.25 99
122932.0  48489.69 99
122933.0  48490.61 99
122934.0  48491.33 99
122935.0  48492.05 99
122936.0  48492.08 99
122937.0  48492.13 99
122938.0  48492.48 99
122939.0  48492.13 99
122940.0  48491.40 99
122941.0  48490.88 99
122942.0  48490.77 99
122943.0  48490.45 99
122944.0  48490.01 99
122945.0  48489.24 99
122946.0  48488.11 99
122947.0  48488.04 99
122948.0  48488.17 99
122949.0  48488.49 99
122950.0  48488.98 99
122951.0  48489.45 99
122952.0  48489.24 99
122953.0  48488.75 99
122954.0  48488.56 99
122955.0  48488.39 99
122956.0  48488.47 99
122957.0  48488.55 99
122958.0  48489.06 99
122959.0  48488.97 99
123000.0  48488.94 99
123001.0  48488.88 99
123002.0  48489.09 99
123003.0  48489.19 99
123004.0  48489.40 99
123005.0  48489.58 99
123006.0  48489.85 99
123007.0  48489.69 99
123008.0  48489.79 99
123009.0  48489.72 99
123010.0  48490.18 99
123011.0  48490.60 99
123012.0  48490.94 99
123013.0  48490.63 99
123014.0  48490.36 99
123015.0  48490.10 99
123016.0  48490.13 99
123017.0  48490.29 99
123018.0  48490.41 99
123019.0  48490.42 99
123020.0  48490.83 99
123021.0  48490.58 99
123022.0  48489.99 99
123023.0  48489.23 99
123024.0  48489.03 99
123025.0  48489.09 99
123026.0  48489.07 99
123027.0  48488.91 99
123028.0  48488.76 99
123029.0  48488.37 99
123030.0  48487.95 99
123031.0  48488.56 99
123032.0  48489.40 99
123033.0  48489.63 99
123034.0  48489.41 99
123035.0  48489.60 99
123036.0  48490.39 99
123037.0  48490.82 99
123038.0  48491.15 99
123039.0  48491.64 99
123040.0  48491.27 99
123041.0  48490.02 99
123042.0  48489.20 99
123043.0  48488.61 99
123044.0  48488.40 99
123045.0  48488.36 99
123046.0  48488.78 99
123047.0  48489.25 99
123048.0  48489.46 99
123049.0  48489.63 99
123050.0  48489.82 99
123051.0  48489.42 99
123052.0  48488.65 99
123053.0  48488.00 99
123054.0  48487.78 99
123055.0  48487.82 99
123056.0  48488.57 99
123057.0  48489.46 99
123058.0  48490.15 99

