
Gem Systems GSM-19W 3101329 v6.0 24 X 2003 
ID 1 file 24c-sch .b   09 VII10
datum  48000.00


133029.0  48533.99 99
133030.0  48533.51 99
133031.0  48533.90 99
133032.0  48535.51 99
133033.0  48537.70 99
133034.0  48536.08 99
133035.0  48534.92 99
133036.0  48531.88 99
133037.0  48532.64 99
133038.0  48533.93 99
133039.0  48534.43 99
133040.0  48536.53 99
133041.0  48536.87 99
133042.0  48535.35 99
133043.0  48533.41 99
133044.0  48532.04 99
133045.0  48532.73 99
133046.0  48533.84 99
133047.0  48536.35 99
133048.0  48534.42 99
133049.0  48532.34 99
133050.0  48530.51 99
133051.0  48531.23 99
133052.0  48532.23 99
133053.0  48535.71 99
133054.0  48534.59 99
133055.0  48533.34 99
133056.0  48531.37 99
133057.0  48532.19 99
133058.0  48533.42 99
133059.0  48534.98 99
133100.0  48536.12 99
133101.0  48535.40 99
133102.0  48533.65 99
133103.0  48531.29 99
133104.0  48532.60 99
133105.0  48533.83 99
133106.0  48536.17 99
133107.0  48535.57 99
133108.0  48535.46 99
133109.0  48535.23 99
133110.0  48534.66 99
133111.0  48535.04 99
133112.0  48535.79 99
133113.0  48536.98 99
133114.0  48538.42 99
133115.0  48536.99 99
133116.0  48535.68 99
133117.0  48533.92 99
133118.0  48534.17 99
133119.0  48535.14 99
133120.0  48536.22 99
133121.0  48537.03 99
133122.0  48536.14 99
133123.0  48535.11 99
133124.0  48533.54 99
133125.0  48532.93 99
133126.0  48534.07 99
133127.0  48536.48 99
133128.0  48538.40 99
133129.0  48537.36 99
133130.0  48536.05 99
133131.0  48534.47 99
133132.0  48535.64 99
133133.0  48536.96 99
133134.0  48538.61 99
133135.0  48538.80 99
133136.0  48537.92 99
133137.0  48537.19 99
133138.0  48536.22 99
133139.0  48537.39 99
133140.0  48538.38 99
133141.0  48538.61 99
133142.0  48540.66 99
133143.0  48539.34 99
133144.0  48538.00 99
133145.0  48535.38 99
133146.0  48533.87 99
133147.0  48533.91 99
133148.0  48534.54 99
133149.0  48536.14 99
133150.0  48536.31 99
133151.0  48534.77 99
133152.0  48531.47 99
133153.0  48530.29 99
133154.0  48531.19 99
133155.0  48532.36 99
133156.0  48533.94 99
133157.0  48532.34 99
133158.0  48531.62 99
133159.0  48530.33 99
133200.0  48530.79 99
133201.0  48531.85 99
133202.0  48535.38 99
133203.0  48536.17 99
133204.0  48536.13 99
133205.0  48534.33 99
133206.0  48534.18 99
133207.0  48536.02 99
133208.0  48537.84 99
133209.0  48540.19 99
133210.0  48538.14 99
133211.0  48536.27 99
133212.0  48533.96 99
133213.0  48534.65 99
133214.0  48535.82 99
133215.0  48535.94 99
133216.0  48536.09 99
133217.0  48534.19 99
133218.0  48533.52 99
133219.0  48532.91 99
133220.0  48534.35 99
133221.0  48536.15 99
133222.0  48538.84 99
133223.0  48537.04 99
133224.0  48535.39 99
133225.0  48533.25 99
133226.0  48533.94 99
133227.0  48535.01 99
133228.0  48537.12 99
133229.0  48536.46 99
133230.0  48534.62 99
133231.0  48532.46 99
133232.0  48530.54 99
133233.0  48532.50 99
133234.0  48535.13 99
133235.0  48537.71 99
133236.0  48537.64 99
133237.0  48536.27 99
133238.0  48535.07 99
133239.0  48534.01 99
133240.0  48534.98 99
133241.0  48536.07 99
133242.0  48538.43 99
133243.0  48537.21 99
133244.0  48537.21 99
133245.0  48535.74 99
133246.0  48536.48 99
133247.0  48537.57 99
133248.0  48538.34 99
133249.0  48540.18 99
133250.0  48538.82 99
133251.0  48536.99 99
133252.0  48535.43 99
133253.0  48535.01 99
133254.0  48535.77 99
133255.0  48536.39 99
133256.0  48538.39 99
133257.0  48539.25 99
133258.0  48537.39 99
133259.0  48535.92 99
133300.0  48534.43 99
133301.0  48535.49 99
133302.0  48536.53 99
133303.0  48538.75 99
133304.0  48538.59 99
133305.0  48537.95 99
133306.0  48536.41 99
133307.0  48534.76 99
133308.0  48535.67 99
133309.0  48537.33 99
133310.0  48539.00 99
133311.0  48538.99 99
133312.0  48537.43 99
133313.0  48534.64 99
133314.0  48534.35 99
133315.0  48535.05 99
133316.0  48535.65 99
133317.0  48536.83 99
133318.0  48534.82 99
133319.0  48532.89 99
133320.0  48530.80 99
133321.0  48531.98 99
133322.0  48533.18 99
133323.0  48536.13 99
133324.0  48535.32 99
133325.0  48534.28 99
133326.0  48533.85 99
133327.0  48533.87 99
133328.0  48534.90 99
133329.0  48535.69 99
133330.0  48537.76 99
133331.0  48535.75 99
133332.0  48533.59 99
133333.0  48532.53 99
133334.0  48531.82 99
133335.0  48532.60 99
133336.0  48533.21 99
133337.0  48535.23 99
133338.0  48535.59 99
133339.0  48535.03 99
133340.0  48533.27 99
133341.0  48532.24 99
133342.0  48532.93 99
133343.0  48534.28 99
133344.0  48536.08 99
133345.0  48534.92 99
133346.0  48533.71 99
133347.0  48532.07 99
133348.0  48531.88 99
133349.0  48532.79 99
133350.0  48534.43 99
133351.0  48537.52 99
133352.0  48535.80 99
133353.0  48534.31 99
133354.0  48532.90 99
133355.0  48533.17 99
133356.0  48533.87 99
133357.0  48536.47 99
133358.0  48535.66 99
133359.0  48534.02 99
133400.0  48532.62 99
133401.0  48531.18 99
133402.0  48532.04 99
133403.0  48533.31 99
133404.0  48535.35 99
133405.0  48536.79 99
133406.0  48535.98 99
133407.0  48533.97 99
133408.0  48531.47 99
133409.0  48532.54 99
133410.0  48533.49 99
133411.0  48535.65 99
133412.0  48535.15 99
133413.0  48534.40 99
133414.0  48533.54 99
133415.0  48533.26 99
133416.0  48534.68 99
133417.0  48535.85 99
133418.0  48538.24 99
133419.0  48536.39 99
133420.0  48534.79 99
133421.0  48532.89 99
133422.0  48534.65 99
133423.0  48536.70 99
133424.0  48539.70 99
133425.0  48538.87 99
133426.0  48537.38 99
133427.0  48536.45 99
133428.0  48534.54 99
133429.0  48535.53 99
133430.0  48537.04 99
133431.0  48539.81 99
133432.0  48537.51 99
133433.0  48536.00 99
133434.0  48534.35 99
133435.0  48533.09 99
133436.0  48533.91 99
133437.0  48535.04 99
133438.0  48538.13 99
133439.0  48536.81 99
133440.0  48535.84 99
133441.0  48534.34 99
133442.0  48533.28 99
133443.0  48533.31 99
133444.0  48534.28 99
133445.0  48536.52 99
133446.0  48535.14 99
133447.0  48533.44 99
133448.0  48531.64 99
133449.0  48530.77 99
133450.0  48531.40 99
133451.0  48531.95 99
133452.0  48532.68 99
133453.0  48533.91 99
133454.0  48533.05 99
133455.0  48531.52 99
133456.0  48530.63 99
133457.0  48532.05 99
133458.0  48534.01 99
133459.0  48535.96 99
133500.0  48535.37 99

