
Gem Systems GSM-19W 3101329 v6.0 24 X 2003 
ID 1 file 21c-ost .b   09 VII10
112253.1  48466.65 99
112254.1  48466.52 99
112255.1  48466.50 99
112256.1  48466.47 99
112257.1  48466.79 99
112258.1  48466.89 99
112259.1  48466.79 99
112300.1  48466.67 99
112301.1  48466.74 99
112302.1  48466.72 99
112303.1  48466.72 99
112304.1  48466.65 99
112305.1  48466.98 99
112306.1  48467.20 99
112307.1  48467.60 99
112308.1  48467.95 99
112309.1  48468.13 99
112310.1  48468.51 99
112311.1  48469.09 99
112312.1  48469.32 99
112313.1  48469.80 99
112314.1  48469.90 99
112315.1  48469.80 99
112316.1  48469.19 99
112317.1  48468.78 99
112318.1  48468.03 99
112319.1  48467.84 99
112320.1  48467.72 99
112321.1  48467.91 99
112322.1  48468.21 99
112323.1  48468.20 99
112324.1  48468.18 99
112325.1  48468.88 99
112326.1  48469.58 99
112327.1  48470.10 99
112328.1  48470.31 99
112329.1  48469.89 99
112330.1  48469.30 99
112331.1  48468.34 99
112332.1  48467.50 99
112333.1  48467.18 99
112334.1  48467.14 99
112335.1  48467.89 99
112336.1  48469.22 99
112337.1  48469.52 99
112338.1  48469.88 99
112339.1  48470.14 99
112340.1  48470.33 99
112341.1  48470.52 99
112342.1  48471.15 99
112343.1  48471.32 99
112344.1  48471.45 99
112345.1  48471.21 99
112346.1  48470.65 99
112347.1  48470.27 99
112348.1  48470.25 99
112349.1  48470.02 99
112350.1  48469.87 99
112351.1  48469.48 99
112352.1  48468.81 99
112353.1  48468.51 99
112354.1  48468.43 99
112355.1  48468.42 99
112356.1  48468.57 99
112357.1  48468.35 99
112358.1  48468.26 99
112359.1  48468.28 99
112400.1  48468.51 99
112401.1  48468.95 99
112402.1  48469.31 99
112403.1  48469.52 99
112404.1  48470.03 99
112405.1  48469.78 99
112406.1  48469.27 99
112407.1  48468.92 99
112408.1  48468.48 99
112409.1  48468.00 99
112410.1  48467.53 99
112411.1  48467.42 99
112412.1  48467.23 99
112413.1  48467.31 99
112414.1  48467.76 99
112415.1  48467.77 99
112416.1  48467.53 99
112417.1  48467.93 99
112418.1  48467.60 99
112419.1  48467.68 99
112420.1  48467.62 99
112421.1  48467.96 99
112422.1  48467.78 99
112423.1  48467.39 99
112424.1  48467.51 99
112425.1  48467.49 99
112426.1  48467.88 99
112427.1  48467.98 99
112428.1  48467.45 99
112429.1  48467.32 99
112430.1  48467.13 99
112431.1  48467.72 99
112432.1  48467.96 99
112433.1  48468.04 99
112434.1  48468.35 99
112435.1  48468.56 99
112436.1  48468.79 99
112437.1  48468.32 99
112438.1  48468.59 99
112439.1  48468.26 99
112440.1  48467.91 99
112441.1  48467.11 99
112442.1  48466.71 99
112443.1  48467.38 99
112444.1  48467.85 99
112445.1  48468.48 99
112446.1  48469.41 99
112447.1  48469.93 99
112448.1  48470.71 99
112449.1  48471.59 99
112450.1  48471.83 99
112451.1  48471.79 99
112452.1  48471.87 99
112453.1  48471.58 99
112454.1  48471.39 99
112455.1  48470.44 99
112456.1  48469.84 99
112457.1  48469.57 99
112458.1  48469.49 99
112459.1  48469.34 99
112500.1  48469.40 99
112501.1  48469.56 99
112502.1  48469.83 99
112503.1  48469.68 99
112504.1  48469.58 99
112505.1  48469.94 99
112506.1  48470.42 99
112507.1  48470.53 99
112508.1  48470.61 99
112509.1  48470.32 99
112510.1  48469.98 99
112511.1  48469.98 99
112512.1  48469.82 99
112513.1  48469.60 99
112514.1  48469.10 99
112515.1  48468.55 99
112516.1  48468.20 99
112517.1  48468.23 99
112518.1  48468.85 99
112519.1  48469.17 99
112520.1  48469.50 99
112521.1  48469.91 99
112522.1  48469.84 99
112523.1  48470.18 99
112524.1  48470.88 99
112525.1  48471.50 99
112526.1  48471.93 99
112527.1  48472.25 99
112528.1  48471.97 99
112529.1  48471.50 99
112530.1  48471.20 99
112531.1  48471.02 99
112532.1  48470.76 99
112533.1  48469.97 99
112534.1  48469.30 99
112535.1  48469.17 99
112536.1  48468.37 99
112537.1  48468.98 99
112538.1  48469.70 99
112539.1  48469.70 99
112540.1  48469.98 99
112541.1  48469.85 99
112542.1  48469.95 99
112543.1  48470.21 99
112544.1  48470.58 99
112545.1  48471.04 99
112546.1  48471.31 99
112547.1  48471.12 99
112548.1  48470.84 99
112549.1  48470.21 99
112550.1  48469.91 99
112551.1  48469.57 99
112552.1  48469.12 99
112553.1  48469.08 99
112554.1  48469.19 99
112555.1  48469.16 99
112556.1  48469.17 99
112557.1  48468.53 99
112558.1  48467.88 99
112559.1  48467.09 99
112600.1  48466.79 99
112601.1  48466.46 99
112602.1  48466.50 99
112603.1  48466.70 99
112604.1  48466.80 99
112605.1  48466.62 99
112606.1  48466.37 99
112607.1  48466.76 99
112608.1  48466.37 99
112609.1  48466.60 99
112610.1  48467.72 99
112611.1  48468.26 99
112612.1  48468.05 99
112613.1  48467.61 99
112614.1  48467.88 99
112615.1  48467.72 99
112616.1  48468.14 99
112617.1  48468.40 99
112618.1  48469.01 99
112619.1  48468.84 99
112620.1  48469.16 99
112621.1  48469.56 99
112622.1  48470.27 99
112623.1  48470.87 99
112624.1  48471.21 99
112625.1  48470.96 99
112626.1  48470.78 99
112627.1  48470.68 99
112628.1  48469.83 99
112629.1  48469.36 99
112630.1  48469.49 99
112631.1  48469.90 99
112632.1  48470.04 99
112633.1  48469.88 99
112634.1  48469.91 99
112635.1  48469.97 99
112636.1  48470.24 99

